ix,iy,alon,alat,JAN00Z,JAN03Z,JAN06Z,JAN09Z,JAN12Z,JAN15Z,JAN18Z,JAN21Z,FEB00Z,FEB03Z,FEB06Z,FEB09Z,FEB12Z,FEB15Z,FEB18Z,FEB21Z,MAR00Z,MAR03Z,MAR06Z,MAR09Z,MAR12Z,MAR15Z,MAR18Z,MAR21Z,APR00Z,APR03Z,APR06Z,APR09Z,APR12Z,APR15Z,APR18Z,APR21Z,MAY00Z,MAY03Z,MAY06Z,MAY09Z,MAY12Z,MAY15Z,MAY18Z,MAY21Z,JUN00Z,JUN03Z,JUN06Z,JUN09Z,JUN12Z,JUN15Z,JUN18Z,JUN21Z,JUL00Z,JUL03Z,JUL06Z,JUL09Z,JUL12Z,JUL15Z,JUL18Z,JUL21Z,AUG00Z,AUG03Z,AUG06Z,AUG09Z,AUG12Z,AUG15Z,AUG18Z,AUG21Z,SEP00Z,SEP03Z,SEP06Z,SEP09Z,SEP12Z,SEP15Z,SEP18Z,SEP21Z,OCT00Z,OCT03Z,OCT06Z,OCT09Z,OCT12Z,OCT15Z,OCT18Z,OCT21Z,NOV00Z,NOV03Z,NOV06Z,NOV09Z,NOV12Z,NOV15Z,NOV18Z,NOV21Z,DEC00Z,DEC03Z,DEC06Z,DEC09Z,DEC12Z,DEC15Z,DEC18Z,DEC21Z
101,69,75,39,72.508,70.484,56.619,50.538,51.894,61.337,69.532,74.865,68.962,63.877,46.368,42.275,44.132,51.698,59.654,66.138,78.433,74.603,63.59,54.021,50.412,60.484,71.243,80.418,69.109,69.166,58.172,52.393,48.015,57.817,68.076,73.725,62.134,57.59,48.196,47.484,42.563,50.142,57.902,62.835,60.161,52.33,41.956,40.145,38.834,46.034,53.549,58.944,66.308,58.297,48.038,47.526,44.128,51.224,59.809,65.689,72.822,68.216,52.323,45.856,44.938,56.55,65.707,71.351,71.385,70.54,52.015,45.456,47.394,58.589,65.687,70.744,76.578,75.451,63.36,55.796,53.188,65.235,75.336,81.61,78.231,72.469,68.92,63.656,62.873,69.081,74.059,77.723,82.308,78.626,75.74,74.926,74.633,76.858,78.021,79.111
102,69,75.75,39,53.439,49.173,34.73,35.9,44.004,53.424,56.416,57.297,47.987,43.435,26.67,30.009,36.073,41.292,44.657,47.405,50.952,49.6,45.424,40.003,39.089,43.82,48.421,53.728,47.324,48.532,39.516,36.57,34.315,39.129,44.249,49.45,47.592,43.492,38.587,37.426,37.184,41.157,46.351,48.897,46.51,40.529,35.052,32.644,32.494,37.694,43.486,46.685,46.935,42.124,37.654,34.821,32.245,35.824,41.452,45.785,52.096,50.117,42.223,37.839,37.159,41.688,47.044,51.269,56.961,57.054,46.168,42.219,44.007,49.828,56.336,59.5,56.244,58.71,49.209,46.929,45.28,51.36,55.743,60.914,54.051,48.871,47.883,44.646,46.561,51.292,53.943,55.738,59.139,55.513,56.822,57.216,61.485,63.094,60.587,58.599
103,69,76.5,39,58.954,54.595,37.609,39.088,49.258,56.196,57.913,57.692,44.659,43.097,28.406,28.757,32.528,39.341,40.808,43.118,34.938,36.884,28.874,24.953,23.656,27.486,31.926,35.998,36.8,38.011,26.455,23.259,22.426,25.705,30.71,36.345,41.188,35.123,27.235,24.345,25.176,28.632,34.149,39.01,38.039,30.542,22.759,19.786,20.084,24.972,31.618,36.211,36.836,31.586,23.446,20.468,20.849,23.293,28.124,33.055,38.376,35.235,26.411,22.825,21.86,24.555,30.997,35.79,45.943,44.559,31.142,27.644,27.862,32.861,41.422,45.87,42.884,46.126,31.119,27.712,28.232,34.126,39.529,43.888,45.343,42.559,31.992,28.566,31.894,37.99,42.243,45.276,62.074,57.447,48.068,45.877,54.901,62.333,62.603,62.219
104,69,77.25,39,70.51,71.43,47.137,41.601,49.72,56.03,58.289,61.694,49.439,49.82,29.49,25.212,28.443,37.036,41.154,44.751,38.53,40.704,22.298,17.705,17.012,23.586,30.153,36.256,40.906,40.419,25.924,20.328,19.999,27.244,34.243,39.418,45.331,38.528,25.794,20.74,20.743,27.329,33.493,39.798,39.856,30.513,19.771,15.786,15.329,21.076,28.319,34.589,41.52,34.698,21.839,17.911,17.765,23.423,30.062,35.745,41.943,37.053,24.094,19.537,17.884,23.658,31.138,36.421,49.21,44.68,25.801,20.415,20.732,29.431,38.595,45.82,45.722,46.761,23.601,18.759,20.201,29.614,38.598,44.706,58.527,58.406,34.74,29.688,35.271,43.386,49.108,54.002,89.002,85.717,60.718,53.235,63.775,74.21,79.492,84.784
105,69,78,39,69.666,72.862,47.22,37.645,42.321,49.458,53.979,59.721,46.109,47.025,26.319,21.234,23.01,29.892,35.743,40.585,35.879,36.882,20.201,16.05,15.82,20.81,26.598,31.915,40.8,38.545,26.585,21.369,20.602,27.52,33.376,38.432,42.238,36.532,24.87,19.873,18.972,25.497,31.639,37.42,37.552,29.435,20.643,16.734,15.215,19.784,25.845,31.875,40.6,33.898,23.527,18.685,17.008,21.452,28.332,34.124,39.477,36.028,25.58,20.806,18.97,22.953,28.075,33.869,45.467,41.22,26.311,20.562,20.005,26.674,33.926,41.001,44.555,44.623,25.44,21.261,21.295,28.158,35.979,42.814,57.245,58.587,37.029,30.84,34.238,40.749,45.922,51.639,90.82,91.189,65.298,54.559,62.35,69.555,75.422,82.331
106,69,78.75,39,72.648,74.999,45.945,36.647,39.405,46.561,54.797,63.367,44.91,46.735,27.157,21.733,21.11,26.417,32.141,38.338,28.617,28.687,18.154,14.658,13.678,16.575,20.651,25.184,35.754,33.057,24.024,19.897,18.434,23.297,28.262,32.543,34.698,29.845,20.879,16.726,14.524,18.596,24.738,29.99,30.574,24.079,17.597,13.774,12.082,14.035,19.686,25.484,32.982,27.48,19.421,14.953,13.389,14.386,20.456,26.237,30.815,27.535,20.014,15.546,14.186,15.231,19.788,25.199,34.674,31.801,21.45,16.562,14.713,18.269,24.056,29.406,38.946,37.835,22.779,18.345,17.635,22.186,28.368,35.235,48.117,48.893,31.856,26.455,27.204,32.492,37.762,43.307,82.078,83.74,60.691,50.164,55.362,60.973,66.673,73.279
107,69,79.5,39,74.287,77.804,44.757,35.849,39.358,45.656,53.652,63.05,44.791,46.453,25.727,20.451,20.392,25.163,30.338,36.602,25.701,24.972,16.596,13.637,12.847,15.574,18.723,22.817,32.576,29.973,22.122,18.23,16.864,21.54,26.324,29.471,31.429,27.036,19.302,15.331,14.209,17.452,22.154,26.566,28.647,23.114,16.87,13.669,11.994,13.576,18.543,23.204,32.457,27.195,19.346,15.555,13.939,16.02,20.789,25.693,30.039,26.29,18.923,14.97,14.039,16.288,20.791,24.528,32.521,29.573,19.637,15.523,14.883,18.774,23.104,27.227,35.68,33.86,20.028,16.454,16.653,21.54,26.422,31.896,47.577,47.409,29.814,24.946,26.188,31.599,37.008,42.1,84.291,85.513,59.439,49.382,53.719,59.528,66.004,73.385
108,69,80.25,39,70.948,73.315,44.965,35.917,40.215,45.875,52.204,59.364,43.139,43.337,25.44,20.39,20.912,25.344,29.977,35.614,23.231,22.069,15.076,13.3,13.144,15.457,18.122,20.541,29.573,26.619,19.695,16.522,15.51,19.423,23.476,26.598,27.814,23.535,16.991,13.956,13.963,16.811,20.602,24.288,27.354,22.543,16.621,14.232,13.287,15.044,19.225,22.398,32.751,27.338,20.026,16.938,16.009,18.047,22.143,26.041,29.44,26.16,19.404,16.42,15.835,18.556,22.079,24.94,30.849,27.62,18.745,16.045,16.101,19.472,22.862,26.186,30.644,29.038,19.149,17.605,18.175,21.839,24.761,27.72,44.24,43.267,28.515,23.994,25.537,30.083,34.617,38.933,82.48,83.542,57.443,47.012,51.328,56.421,63.147,70.148
109,69,81,39,74.933,76.017,47.197,37.556,42.736,48.878,56.042,63.224,45.743,45.972,27.433,21.08,22.228,27.337,32.594,38.536,22.9,21.676,14.137,12.628,12.59,15.389,17.848,20.47,27.033,22.849,16.08,13.37,13.151,16.556,20.368,23.882,23.984,20.099,14.936,12.309,11.572,13.982,17.644,20.87,25.733,20.666,14.979,12.519,12.237,13.899,17.574,20.7,31.543,25.869,18.685,15.529,15.61,17.112,21.523,25.168,28.151,23.967,17.436,14.66,14.181,16.57,20.207,23.223,28.791,24.022,16.011,13.878,13.756,16.987,20.851,24.351,29.178,26.336,17.142,15.831,16.583,20.158,22.76,25.618,44.812,43.171,27.803,23.588,26.094,30.91,34.967,39.552,84.901,85.253,57.809,46.302,52.742,57.917,65.615,72.964
110,69,81.75,39,79.152,82.006,49.256,38.457,44.795,51.101,58.899,66.282,48.427,49.437,28.256,21.429,23.401,28.932,34.457,40.24,23.754,22.2,14.745,12.781,12.537,15.329,17.799,20.668,25.82,21.312,14.791,12.715,13.52,16.077,19.197,22.6,23.406,20.641,15.956,13.178,12.511,14.39,16.757,19.946,26.583,21.272,15.265,13.038,13.212,14.936,17.467,21.165,32.253,26.541,19.827,16.741,16.866,19.61,23.059,26.13,29.374,25.274,18.375,15.346,15.036,17.584,20.825,23.879,30.266,25.021,17.138,14.432,15.427,18.777,21.999,25.471,30.704,27.208,17.684,15.965,16.842,20.483,23.163,26.483,49.516,48.865,29.658,24.634,27.816,32.64,37.084,42.761,91.912,92.018,61.53,48.882,57.481,62.554,70.489,78.095
111,69,82.5,39,80.303,82.267,51.802,40.4,46.71,52.704,60.871,67.804,50.417,50.162,29.752,23.314,25.029,30.968,36.445,41.63,24.141,22.283,15.589,13.486,13.149,15.484,18.371,20.874,24.66,20.657,14.645,12.858,13.412,15.486,18.337,21.382,23.165,20.279,15.419,13,12.405,13.91,16.398,19.737,26.793,20.819,14.921,12.76,13.348,14.802,17.718,21.878,31.854,26.258,19.848,16.76,16.636,18.915,22.317,25.333,29.187,25.076,18.152,15.402,14.993,17.174,20.237,23.569,29.125,24.481,17.036,14.568,15.54,18.158,21.074,24.262,31.119,27.482,18.126,16.464,17.234,20.203,23.167,26.628,50.329,49.103,30.105,24.796,27.858,32.239,37.441,42.893,91.944,91.634,63.167,50.019,58.1,63.298,71.101,78.123
112,69,83.25,39,83.226,83.188,51.388,40.479,46.621,53.027,61.902,70.161,52.744,51.103,28.957,22.275,24.22,30.596,36.47,42.17,25.1,23.518,15.157,12.87,12.862,15.75,18.555,21.828,23.102,18.606,12.981,11.121,11.261,13.793,16.666,19.686,22.791,18.991,14.36,12.18,10.692,12.853,16.541,19.531,26.609,19.775,13.672,11.533,11.654,13.58,17.427,21.829,32.74,25.72,18.774,15.548,15.737,17.622,22.067,26.254,29.152,23.255,16.4,13.977,13.737,16.345,20.022,23.529,27.92,22.84,15.684,13.299,13.538,16.432,19.975,23.557,31.797,27.403,17.344,15.295,16.36,19.835,23.384,27.461,53.345,49.541,29.831,24.853,29.165,34.296,40.292,45.72,92.937,91.098,63.016,50.238,57.777,64.181,72.763,80.408
113,69,84,39,86.244,85.183,50.159,38.944,45.354,53.375,62.684,71.827,54.608,52.782,28.385,21.472,23.692,29.731,35.917,42.421,26.273,23.637,14.911,12.5,12.67,15.842,18.827,21.967,22.473,17.595,12.422,11.066,11.38,13.531,16.082,19.044,24.179,19.986,15.225,13.24,11.793,14.328,18.028,21.015,26.504,19.918,13.589,11.79,11.682,13.929,17.75,22.109,34.742,26.49,18.811,16.609,17.166,19.471,23.894,28.657,29.314,23.282,16.447,14.06,14.273,17.151,20.643,24.147,28.275,23.667,16.432,13.71,14.071,16.887,20.201,23.828,30.683,26.215,17.599,15.342,16.494,19.922,23.235,26.965,54.578,50.227,29.777,24.804,29.571,34.887,40.885,46.512,94.114,91.243,61.938,49.805,58.417,65.485,73.891,81.424
114,69,84.75,39,90.798,86.752,53.254,40.859,48.359,58.65,68.703,77.549,56.958,54.136,29.967,22.83,25.592,32.426,39.205,45.522,28.419,24.664,15.971,13.397,13.621,17.253,21.038,24.339,21.727,17.168,12.186,10.704,10.877,12.906,15.892,18.543,25,19.582,14.57,12.711,12.315,14.881,18.604,21.771,25.945,19.013,13.406,11.444,11.493,13.495,17.648,21.754,34.961,26.898,18.658,16.539,16.736,19.495,24.254,29.029,28.944,22.779,16.009,13.988,13.771,16.371,19.765,23.54,27.595,23.155,15.827,13.38,13.54,16.079,19.331,22.666,30.29,25.278,17.255,15.221,16.375,19.759,23.255,26.766,53.207,48.695,29.76,24.738,29.057,34.559,40.213,45.254,92.445,88.346,61.35,48.723,58.076,66.053,74.418,81.457
115,69,85.5,39,93.598,87.714,56.631,43.801,53.311,64.599,74.338,81.772,56.961,53.584,30.207,23.376,27.578,35.979,42.009,46.965,30.419,26.927,16.702,13.871,14.84,19.223,22.658,26.7,19.639,15.474,10.932,9.472,9.952,11.788,13.909,16.335,24.762,18.681,13.587,11.693,12.133,14.711,18.188,21.44,25.639,18.137,12.877,10.94,11.536,13.72,17.336,21.127,34.034,25.788,18.186,15.433,15.901,19.115,23.457,28.151,29.386,21.905,15.274,13.784,13.757,16.57,20.073,23.624,27.882,22.81,15.546,13.138,13.537,16.46,19.342,22.553,30.863,25.744,17.318,15.14,16.59,20.254,23.862,27.263,53.853,49.118,30.373,25.142,29.735,35.21,40.546,45.732,91.627,86.123,60.565,47.945,57.358,66.017,74.474,81.672
116,69,86.25,39,90.023,85.104,57.938,45.167,55.732,66.272,73.479,78.397,55.783,52.954,31.142,25.206,30.353,38.946,43.429,47.275,30.985,26.634,17.227,14.464,15.948,20.783,23.939,26.915,19.087,15.47,11.297,10.267,10.877,12.458,13.678,15.852,24.409,19.093,13.961,11.654,12.122,14.226,17.465,21.008,25.18,18.162,12.796,10.766,11.712,14.13,17.168,21.104,31.263,23.508,17.015,14.473,14.974,17.346,20.604,24.781,28.466,21.758,15.399,13.682,13.884,16.53,19.818,22.923,28.035,23.295,15.89,13.625,14.345,17.053,19.567,22.828,30.385,26.066,18.018,15.622,17.397,20.789,24.035,26.917,51.39,47.399,29.701,24.626,29.184,34.094,38.6,43.335,86.62,81.557,56.907,45.743,55.56,63.6,70.227,75.846
117,69,87,39,79.508,75.056,53.603,43.679,53.464,61.33,65.498,68.914,50.757,47.178,29.008,24.56,30.079,37.176,40.651,44.004,29.295,25.059,17.514,14.876,16.179,20.9,24.033,26.169,18.877,15.535,10.97,9.737,9.848,11.686,13.765,16.256,24.117,17.591,13.157,10.904,10.881,13.042,16.636,20.619,25.559,18.16,13.123,11.2,11.011,13.612,16.961,21.393,29.008,22.016,16.171,13.452,12.826,15.106,18.273,22.443,26.211,20.628,15.013,13.291,13.178,15.703,18.609,21.665,26.993,21.55,14.802,12.917,13.544,16.173,18.817,22.417,30.124,25.697,17.601,15.453,17.325,20.749,23.839,26.84,45.949,41.86,27.131,23.274,27.684,32.351,36.109,39.497,74.913,70.397,49.475,41.154,51.008,57.738,62.367,65.851
118,69,87.75,39,62.493,57.609,40.279,36.615,44.219,49.127,51.938,54.212,40.593,35.146,22.398,20.985,26.247,31.752,33.947,35.9,28.804,24.239,16.887,14.775,16.76,20.862,23.699,26.03,19.465,15.012,10.707,9.808,10.194,11.735,14.15,17.501,27.423,18.689,14.262,13,12.588,15.35,18.91,23.947,28.154,19.204,14.509,13.342,12.845,15.214,18.683,23.82,29.758,22.555,17.244,14.592,14.258,16.711,19.807,24.311,25.911,19.665,14.73,13.455,14.318,17.429,20.171,23.182,27.197,20.621,15.064,13.246,14.452,17.216,19.686,23.189,28.887,23.99,17.18,15.654,17.81,20.853,23.506,26.207,40.464,35.869,24.203,22.426,26.921,30.292,33.306,36.049,61.496,55.977,38.238,35.522,44.538,49.11,52.831,55.441
119,69,88.5,39,50.937,45.815,30.081,30.579,36.827,41.711,44.632,45.193,36.476,30.194,19.168,20.532,25.282,30.328,32.504,33.505,34.056,26.353,19.087,18.307,20.725,24.968,28.587,31.01,24.047,16.97,13.748,13.166,13.382,15.521,18.606,22.485,33.509,24.156,19.159,17.597,16.983,20.844,24.879,30.513,33.618,23.361,19.18,17.96,17.342,19.939,24.29,30.226,34.332,27.044,21.875,19.386,19.531,21.548,25.04,29.695,30.168,23.401,18.437,16.504,17.053,20.689,23.994,27.486,29.79,23.435,18.12,16.796,18.109,20.776,23.846,27.197,30.696,24.683,18.866,18.056,21.236,24.026,26.815,29.197,37.928,32.613,22.8,22.794,27.308,30.241,32.842,34.963,53.069,47.539,30.751,31.754,39.586,43.52,46.378,47.994
120,69,89.25,39,50.99,44.002,29.063,30.647,37.926,42.887,45.839,46.378,36.128,29.376,18.36,20.394,25.503,29.42,31.329,32.906,38.687,29.771,22.579,22.194,24.713,29.282,32.906,35.714,27.333,18.156,14.679,13.935,13.946,16.513,19.612,24.111,37.818,26.26,21.382,19.665,19.956,24.568,29.524,35.375,39.888,27.937,24.419,23.027,21.99,25.722,30.815,37.637,42.653,32.394,27.452,24.978,25.1,29.063,33.195,38.566,37.006,28.844,23.416,20.87,20.709,24.29,28.283,33.218,33.367,25.897,20.934,19.965,21.136,24.364,27.542,31.305,34.011,26.621,20.815,20.649,24.347,27.499,30.373,32.883,39.92,32.621,22.562,23.185,28.005,31.427,34.602,37.001,52.179,45.99,30.863,31.856,39.256,43.896,46.328,46.927
121,69,90,39,53.618,42.801,28.03,30.056,38.736,42.825,46.009,48.2,35.269,25.754,16.598,17.99,23.799,27.35,28.305,30.526,41.809,29.928,21.931,20.915,25.287,30.859,34.451,37.645,30.111,19.229,14.383,13.418,14.677,17.81,20.594,25.467,40.997,25.395,20.719,20.332,22.466,26.574,32.789,39.261,44.812,29.136,25.174,23.707,24.687,29.238,35.643,44.327,50.202,33.781,28.222,26.509,28.162,34.068,39.879,46.629,42.362,30.304,23.99,21.635,23.189,27.686,33.244,39.8,36.434,25.627,20.728,19.384,21.497,25.884,29.223,33.221,35.59,25.805,20.098,19.986,24.101,27.981,30.834,33.62,44.946,34.198,22.319,22.957,29.242,32.576,36.496,40.485,57.891,47.354,32.137,34.075,43.762,47.849,51.541,53.33
122,69,90.75,39,59.339,46.221,28.43,29.174,38.17,44.028,48.423,52.183,40.519,27.875,16.199,16.851,22.813,28.222,31.263,34.353,47.023,30.687,21.884,21.104,25.86,33.044,38.561,42.3,34.791,21.391,16.339,14.573,15.984,21.251,26.266,31.203,43.014,25.848,21.688,21.319,24.094,28.812,36.884,43.025,48.351,29.561,24.498,23.008,24.609,29.79,38.666,48.355,55.568,35.688,28.783,26.989,29.352,35.529,44.317,52.283,47.477,31.726,25.046,22.498,23.967,30.825,38.816,46.544,39.588,25.894,20.377,18.849,21.52,26.543,31.765,36.272,41.635,27.35,19.907,19.208,24.126,29.45,34.12,38.814,55.048,40.455,23.401,23.642,31.373,36.936,42.914,48.965,69.079,55.526,34.562,35.901,47.924,53.73,59.658,64.459
