ix,iy,alon,alat,JAN00Z,JAN03Z,JAN06Z,JAN09Z,JAN12Z,JAN15Z,JAN18Z,JAN21Z,FEB00Z,FEB03Z,FEB06Z,FEB09Z,FEB12Z,FEB15Z,FEB18Z,FEB21Z,MAR00Z,MAR03Z,MAR06Z,MAR09Z,MAR12Z,MAR15Z,MAR18Z,MAR21Z,APR00Z,APR03Z,APR06Z,APR09Z,APR12Z,APR15Z,APR18Z,APR21Z,MAY00Z,MAY03Z,MAY06Z,MAY09Z,MAY12Z,MAY15Z,MAY18Z,MAY21Z,JUN00Z,JUN03Z,JUN06Z,JUN09Z,JUN12Z,JUN15Z,JUN18Z,JUN21Z,JUL00Z,JUL03Z,JUL06Z,JUL09Z,JUL12Z,JUL15Z,JUL18Z,JUL21Z,AUG00Z,AUG03Z,AUG06Z,AUG09Z,AUG12Z,AUG15Z,AUG18Z,AUG21Z,SEP00Z,SEP03Z,SEP06Z,SEP09Z,SEP12Z,SEP15Z,SEP18Z,SEP21Z,OCT00Z,OCT03Z,OCT06Z,OCT09Z,OCT12Z,OCT15Z,OCT18Z,OCT21Z,NOV00Z,NOV03Z,NOV06Z,NOV09Z,NOV12Z,NOV15Z,NOV18Z,NOV21Z,DEC00Z,DEC03Z,DEC06Z,DEC09Z,DEC12Z,DEC15Z,DEC18Z,DEC21Z
107,81,79.5,30,12.736,7.541,2.388,2.095,4.148,9.468,15.795,19.398,10.181,5.865,1.592,1.508,3.142,7.667,13.071,16.088,12.904,6.871,2.011,1.802,3.142,7.457,14.412,18.476,10.641,4.567,2.472,2.304,2.807,7.248,13.993,16.674,8.17,3.184,1.885,1.718,2.095,4.692,10.139,13.951,4.986,2.514,2.053,1.927,2.053,3.687,6.871,8.882,4.064,1.466,0.922,0.88,1.341,3.352,6.117,6.661,4.734,1.718,0.922,0.922,1.55,3.813,6.661,8.086,7.206,2.765,1.215,1.173,1.927,5.027,9.008,11.521,12.527,5.572,2.22,2.262,4.106,9.301,16.549,20.068,14.119,7.793,2.095,2.179,4.902,10.977,18.35,21.534,15.208,9.091,3.561,3.142,5.572,11.647,18.141,20.529
108,81,80.25,30,6.997,4.315,1.383,1.215,2.598,6.075,9.133,10.181,6.033,3.477,1.006,0.964,2.137,4.86,7.374,8.547,7.08,3.603,1.131,1.047,1.76,4.734,8.798,9.929,5.069,2.22,1.299,1.383,1.634,4.106,7.374,8.086,3.477,1.466,1.215,1.257,1.466,2.807,5.74,6.536,2.472,1.299,1.215,1.215,1.341,2.137,3.771,4.357,2.053,0.754,0.461,0.419,0.628,1.885,3.352,3.519,2.346,0.796,0.461,0.419,0.712,2.137,3.729,4.357,3.519,1.173,0.587,0.628,0.964,3.017,5.237,5.782,5.698,2.43,0.754,1.047,1.927,4.315,8.253,9.426,6.452,3.938,0.88,1.006,2.262,5.698,9.343,9.804,7.667,5.027,1.383,1.299,3.645,6.955,9.762,10.474
109,81,81,30,1.718,1.131,0.503,0.461,0.922,1.718,2.346,2.388,1.466,0.964,0.461,0.419,0.712,1.424,1.843,1.885,1.341,0.754,0.461,0.461,0.754,1.592,2.179,1.885,0.88,0.461,0.461,0.545,0.628,1.173,1.676,1.508,0.628,0.503,0.628,0.67,0.712,0.922,1.299,1.173,0.503,0.461,0.545,0.587,0.628,0.754,1.006,0.964,0.293,0.084,0.084,0.084,0.126,0.293,0.628,0.503,0.377,0.126,0.126,0.084,0.168,0.419,0.712,0.754,0.587,0.168,0.126,0.126,0.168,0.545,0.922,0.964,0.922,0.293,0.21,0.335,0.503,1.131,1.843,1.802,1.173,0.587,0.251,0.293,0.587,1.424,2.053,1.885,1.131,0.922,0.377,0.335,0.964,1.424,1.55,1.424
110,81,81.75,30,1.508,1.006,0.545,0.503,0.838,1.424,1.676,1.802,1.592,1.173,0.628,0.503,0.796,1.383,1.718,1.76,0.964,0.628,0.419,0.377,0.587,1.173,1.508,1.341,0.503,0.293,0.21,0.251,0.377,0.838,1.173,0.922,0.335,0.293,0.419,0.377,0.419,0.545,0.796,0.67,0.251,0.21,0.251,0.293,0.293,0.419,0.67,0.587,0.168,0.042,0.042,0.042,0.084,0.21,0.377,0.335,0.168,0.042,0.042,0.042,0.084,0.251,0.419,0.377,0.335,0.084,0.084,0.084,0.126,0.377,0.628,0.461,0.628,0.168,0.168,0.21,0.293,0.796,1.383,1.383,0.754,0.335,0.168,0.168,0.461,1.089,1.508,1.257,0.587,0.545,0.419,0.419,0.712,0.712,0.628,0.587
111,81,82.5,30,0.335,0.251,0.293,0.293,0.419,0.628,0.587,0.503,0.503,0.419,0.293,0.293,0.419,0.545,0.628,0.545,0.251,0.168,0.168,0.21,0.293,0.461,0.503,0.419,0.126,0.084,0.084,0.126,0.168,0.335,0.377,0.293,0.042,0.21,0.251,0.251,0.251,0.293,0.293,0.168,0.042,0.084,0.126,0.168,0.168,0.21,0.293,0.168,0.042,0.042,0.042,0.042,0.042,0.084,0.126,0.084,0.042,0.042,0.042,0.042,0.042,0.084,0.168,0.084,0.084,0.042,0.042,0.042,0.042,0.168,0.251,0.126,0.168,0.084,0.126,0.168,0.168,0.377,0.67,0.461,0.293,0.126,0.126,0.126,0.21,0.503,0.628,0.545,0.293,0.21,0.168,0.168,0.251,0.251,0.21,0.293
112,81,83.25,30,0.21,0.168,0.168,0.21,0.293,0.335,0.335,0.293,0.168,0.084,0.084,0.126,0.21,0.21,0.168,0.168,0.042,0.042,0.084,0.126,0.126,0.126,0.084,0.084,0.042,0.042,0.042,0.084,0.084,0.084,0.126,0.084,0.042,0.126,0.21,0.21,0.21,0.168,0.168,0.084,0.042,0.042,0.084,0.126,0.126,0.126,0.168,0.126,0.042,0,0.042,0.042,0.042,0.042,0.084,0.042,0.042,0,0.042,0.042,0.042,0.042,0.084,0.084,0.042,0.042,0.042,0.042,0.042,0.084,0.084,0.084,0.084,0.042,0.126,0.126,0.126,0.168,0.251,0.168,0.042,0.042,0.084,0.084,0.126,0.168,0.21,0.126,0.084,0.084,0.084,0.084,0.126,0.126,0.126,0.126
113,81,84,30,0.21,0.168,0.168,0.21,0.251,0.251,0.251,0.21,0.126,0.126,0.126,0.126,0.168,0.168,0.168,0.168,0.042,0.042,0.042,0.084,0.084,0.126,0.126,0.084,0.042,0.042,0.084,0.084,0.084,0.084,0.126,0.126,0.042,0.126,0.168,0.168,0.21,0.168,0.168,0.126,0.042,0.042,0.084,0.084,0.084,0.084,0.126,0.084,0.042,0,0.042,0.042,0.042,0.042,0.084,0.084,0.042,0,0.042,0.042,0.042,0.042,0.084,0.084,0.042,0,0.042,0.042,0.042,0.084,0.126,0.084,0.126,0.042,0.084,0.126,0.126,0.168,0.21,0.168,0.084,0.042,0.084,0.084,0.126,0.168,0.168,0.168,0.126,0.084,0.084,0.084,0.126,0.126,0.168,0.168
114,81,84.75,30,0.21,0.168,0.21,0.21,0.251,0.293,0.335,0.293,0.168,0.126,0.126,0.126,0.21,0.251,0.251,0.21,0.084,0.042,0.084,0.084,0.126,0.168,0.21,0.126,0.042,0.042,0.084,0.126,0.084,0.084,0.126,0.126,0.042,0.126,0.168,0.168,0.168,0.168,0.168,0.126,0.042,0.042,0.084,0.084,0.084,0.084,0.126,0.084,0.042,0,0,0.042,0.042,0.042,0.042,0.042,0.042,0,0,0,0,0.042,0.084,0.042,0.042,0,0.042,0.042,0.042,0.084,0.084,0.084,0.084,0.042,0.084,0.084,0.126,0.168,0.21,0.21,0.168,0.084,0.084,0.084,0.126,0.21,0.293,0.251,0.251,0.126,0.126,0.084,0.168,0.251,0.293,0.293
115,81,85.5,30,0.251,0.168,0.168,0.21,0.251,0.293,0.335,0.335,0.21,0.168,0.126,0.126,0.168,0.251,0.293,0.251,0.084,0.042,0.084,0.126,0.126,0.168,0.21,0.168,0.042,0.084,0.126,0.126,0.126,0.084,0.126,0.126,0.084,0.084,0.168,0.168,0.168,0.168,0.168,0.126,0.042,0.042,0.084,0.084,0.084,0.084,0.084,0.084,0.042,0,0,0,0,0.042,0.042,0.042,0.042,0,0,0,0,0.042,0.042,0.042,0.042,0,0,0,0.042,0.042,0.084,0.084,0.084,0.042,0.084,0.084,0.084,0.126,0.168,0.168,0.126,0.084,0.084,0.084,0.126,0.21,0.251,0.21,0.251,0.168,0.126,0.084,0.126,0.21,0.335,0.335
116,81,86.25,30,0.377,0.251,0.21,0.21,0.251,0.335,0.419,0.461,0.293,0.21,0.168,0.168,0.21,0.293,0.419,0.419,0.126,0.084,0.126,0.126,0.126,0.21,0.335,0.335,0.126,0.126,0.126,0.126,0.126,0.168,0.21,0.21,0.126,0.126,0.126,0.168,0.168,0.168,0.21,0.21,0.084,0.042,0.084,0.084,0.084,0.084,0.084,0.084,0.042,0.042,0.042,0.042,0.042,0.042,0.084,0.084,0.042,0,0.042,0.042,0.042,0.084,0.084,0.084,0.084,0.042,0.042,0.042,0.042,0.126,0.168,0.168,0.168,0.084,0.084,0.084,0.126,0.168,0.293,0.293,0.251,0.126,0.126,0.126,0.126,0.21,0.293,0.335,0.377,0.251,0.126,0.084,0.126,0.251,0.377,0.503
117,81,87,30,0.587,0.251,0.21,0.21,0.251,0.377,0.545,0.67,0.377,0.21,0.168,0.168,0.21,0.335,0.545,0.503,0.168,0.084,0.168,0.126,0.168,0.251,0.419,0.377,0.21,0.126,0.168,0.126,0.168,0.168,0.293,0.293,0.126,0.126,0.126,0.126,0.168,0.168,0.21,0.21,0.084,0.042,0.084,0.084,0.084,0.084,0.126,0.126,0.084,0.042,0.042,0.042,0.042,0.084,0.126,0.126,0.042,0.042,0.042,0.042,0.042,0.084,0.168,0.126,0.084,0.042,0.042,0.042,0.042,0.168,0.21,0.168,0.293,0.126,0.084,0.126,0.126,0.251,0.419,0.503,0.419,0.168,0.126,0.126,0.126,0.21,0.377,0.503,0.545,0.293,0.126,0.084,0.126,0.251,0.419,0.587
118,81,87.75,30,0.587,0.293,0.251,0.251,0.335,0.587,0.88,0.922,0.377,0.168,0.168,0.168,0.251,0.461,0.712,0.545,0.21,0.126,0.168,0.126,0.168,0.293,0.461,0.461,0.21,0.126,0.126,0.126,0.168,0.21,0.335,0.335,0.168,0.168,0.168,0.126,0.126,0.21,0.293,0.293,0.168,0.084,0.084,0.084,0.084,0.126,0.21,0.21,0.084,0.042,0.042,0.042,0.042,0.126,0.21,0.168,0.084,0.042,0.042,0.042,0.042,0.168,0.251,0.168,0.084,0.042,0.042,0.042,0.084,0.251,0.293,0.21,0.419,0.168,0.126,0.126,0.126,0.293,0.503,0.628,0.587,0.21,0.126,0.126,0.168,0.293,0.503,0.67,0.712,0.251,0.168,0.126,0.168,0.335,0.587,0.796
119,81,88.5,30,0.461,0.251,0.293,0.335,0.545,0.922,1.006,0.67,0.377,0.21,0.21,0.251,0.377,0.628,0.838,0.503,0.251,0.126,0.21,0.21,0.21,0.377,0.628,0.503,0.251,0.168,0.168,0.168,0.168,0.335,0.545,0.503,0.251,0.168,0.168,0.126,0.168,0.251,0.377,0.419,0.21,0.084,0.084,0.084,0.084,0.168,0.293,0.293,0.084,0.042,0.042,0.042,0.084,0.168,0.293,0.168,0.084,0.042,0.042,0.042,0.084,0.251,0.335,0.251,0.084,0.042,0.042,0.042,0.126,0.293,0.377,0.251,0.461,0.21,0.168,0.126,0.21,0.461,0.712,0.796,0.754,0.335,0.21,0.168,0.21,0.503,0.754,0.964,0.796,0.335,0.293,0.21,0.251,0.503,0.838,1.047
120,81,89.25,30,1.006,0.419,0.377,0.461,0.796,1.466,1.592,1.006,0.754,0.335,0.377,0.377,0.587,1.257,1.424,1.047,0.545,0.377,0.293,0.251,0.335,0.67,1.131,0.964,0.503,0.21,0.168,0.168,0.251,0.587,1.006,0.922,0.293,0.168,0.168,0.168,0.168,0.335,0.587,0.587,0.293,0.126,0.126,0.084,0.126,0.293,0.461,0.503,0.126,0.084,0.084,0.084,0.084,0.293,0.419,0.335,0.168,0.084,0.084,0.084,0.126,0.419,0.628,0.461,0.168,0.084,0.084,0.084,0.21,0.503,0.712,0.503,0.838,0.251,0.168,0.168,0.335,0.88,1.508,1.508,1.843,0.796,0.293,0.251,0.503,1.131,1.802,2.22,2.262,0.838,0.377,0.293,0.461,1.047,1.885,2.514
121,81,90,30,0.712,0.21,0.21,0.293,0.587,1.047,1.089,0.545,0.503,0.21,0.251,0.293,0.461,0.922,1.215,0.88,0.503,0.251,0.21,0.21,0.251,0.461,0.838,0.796,0.335,0.168,0.168,0.168,0.21,0.419,0.712,0.628,0.21,0.126,0.168,0.126,0.168,0.293,0.461,0.419,0.21,0.084,0.084,0.084,0.084,0.251,0.377,0.335,0.168,0.084,0.042,0.084,0.084,0.251,0.377,0.335,0.168,0.084,0.084,0.084,0.084,0.335,0.503,0.335,0.21,0.084,0.084,0.084,0.168,0.377,0.587,0.461,0.545,0.168,0.126,0.168,0.293,0.712,1.089,1.006,1.341,0.503,0.21,0.251,0.419,0.964,1.383,1.592,1.592,0.587,0.251,0.21,0.377,0.754,1.299,1.718
122,81,90.75,30,3.519,2.179,0.67,0.67,2.179,5.446,6.536,3.771,3.1,0.964,0.67,0.712,1.843,4.399,6.326,5.363,2.765,1.006,0.377,0.377,0.712,1.885,3.98,4.441,1.592,0.503,0.335,0.293,0.754,2.22,3.603,3.017,1.089,0.377,0.293,0.293,0.461,1.508,2.43,2.053,1.006,0.293,0.21,0.21,0.377,1.131,1.676,1.592,1.006,0.293,0.251,0.251,0.419,1.006,1.634,1.592,1.047,0.293,0.251,0.251,0.461,1.383,2.179,1.969,1.383,0.419,0.293,0.251,0.838,1.676,2.43,2.43,2.514,0.712,0.377,0.377,1.131,3.184,4.986,4.818,5.656,1.718,0.545,0.419,1.341,4.441,6.619,6.955,7.206,2.137,0.67,0.503,1.634,4.19,7.122,8.756
123,81,91.5,30,9.678,4.734,1.927,1.718,5.069,11.773,12.778,9.762,6.536,1.885,0.922,1.006,3.1,8.966,12.904,10.683,6.494,2.849,1.006,0.712,1.424,4.525,9.887,11.312,4.022,1.257,0.628,0.587,1.508,4.944,8.798,8.463,2.849,0.628,0.503,0.503,0.754,2.723,4.902,4.86,2.514,0.545,0.419,0.377,0.587,1.885,3.352,3.603,2.388,0.587,0.461,0.461,0.754,2.304,3.813,3.98,2.472,0.545,0.461,0.461,0.88,3.058,5.153,4.986,3.184,0.712,0.545,0.545,1.508,3.938,6.033,5.488,4.944,1.089,0.712,0.712,2.598,6.787,10.641,8.672,17.931,6.41,1.969,1.257,4.567,11.312,17.01,19.23,21.45,9.343,2.346,1.466,4.441,12.108,20.068,24.928
124,81,92.25,30,0.503,0.251,0.126,0.293,0.796,1.047,0.838,0.628,0.67,0.21,0.168,0.293,0.587,1.047,1.341,1.006,0.922,0.377,0.293,0.335,0.545,0.88,1.257,1.299,0.503,0.168,0.168,0.21,0.335,0.67,0.964,0.838,0.251,0.084,0.126,0.168,0.21,0.419,0.545,0.461,0.251,0.084,0.084,0.126,0.168,0.293,0.419,0.461,0.126,0.042,0.084,0.084,0.126,0.335,0.461,0.377,0.168,0.042,0.084,0.084,0.126,0.335,0.503,0.419,0.21,0.084,0.084,0.126,0.21,0.461,0.587,0.461,0.21,0.084,0.126,0.21,0.461,0.67,0.712,0.461,0.67,0.251,0.251,0.377,0.88,1.257,1.257,0.964,1.592,0.712,0.419,0.545,1.131,1.676,1.927,1.802
125,81,93,30,0.377,0.168,0.126,0.168,0.377,0.628,0.461,0.377,0.335,0.126,0.084,0.126,0.293,0.545,0.628,0.419,0.335,0.126,0.126,0.168,0.293,0.461,0.587,0.545,0.251,0.084,0.084,0.084,0.21,0.377,0.503,0.377,0.042,0.042,0.042,0.042,0.084,0.168,0.126,0.084,0.042,0.042,0.042,0.042,0.042,0.126,0.168,0.126,0.042,0,0.042,0.042,0.042,0.126,0.168,0.084,0.042,0.042,0.042,0.042,0.042,0.126,0.168,0.126,0.042,0.042,0.042,0.042,0.042,0.126,0.168,0.084,0.084,0.042,0.042,0.042,0.168,0.251,0.251,0.126,0.168,0.042,0.042,0.126,0.293,0.419,0.335,0.21,0.754,0.503,0.377,0.419,0.628,0.838,0.838,0.838
126,81,93.75,30,0.335,0.21,0.21,0.21,0.503,0.587,0.461,0.335,0.419,0.168,0.126,0.126,0.377,0.712,0.67,0.419,0.419,0.21,0.126,0.126,0.293,0.545,0.628,0.503,0.335,0.126,0.084,0.084,0.251,0.545,0.67,0.503,0.084,0.042,0.042,0.042,0.084,0.168,0.168,0.084,0.042,0.042,0.042,0.042,0.042,0.168,0.168,0.126,0.042,0.042,0.042,0.042,0.042,0.126,0.168,0.126,0.042,0.042,0.042,0.042,0.042,0.168,0.21,0.126,0.042,0.042,0.042,0.042,0.084,0.168,0.168,0.084,0.084,0.042,0.042,0.042,0.168,0.251,0.251,0.084,0.251,0.084,0.042,0.084,0.293,0.503,0.377,0.126,0.419,0.335,0.293,0.293,0.587,0.628,0.545,0.461
127,81,94.5,30,0.335,0.21,0.168,0.21,0.377,0.545,0.545,0.419,0.21,0.126,0.126,0.126,0.335,0.419,0.293,0.21,0.251,0.126,0.126,0.126,0.293,0.419,0.461,0.335,0.251,0.084,0.084,0.084,0.251,0.545,0.587,0.461,0.126,0.042,0.042,0.042,0.21,0.335,0.251,0.21,0.084,0.042,0.042,0.042,0.084,0.251,0.293,0.168,0.042,0.042,0.042,0.042,0.084,0.168,0.251,0.168,0.042,0.042,0.042,0.042,0.084,0.168,0.251,0.168,0.084,0.042,0.042,0.042,0.126,0.168,0.251,0.126,0.084,0.042,0.042,0.042,0.168,0.293,0.251,0.126,0.21,0.126,0.084,0.126,0.335,0.503,0.377,0.21,0.461,0.335,0.251,0.293,0.545,0.67,0.587,0.419
128,81,95.25,30,0.251,0.168,0.126,0.168,0.251,0.377,0.461,0.419,0.251,0.168,0.126,0.126,0.21,0.293,0.377,0.335,0.21,0.126,0.084,0.084,0.21,0.293,0.419,0.335,0.168,0.084,0.084,0.084,0.21,0.419,0.419,0.293,0.084,0.042,0.042,0.042,0.126,0.251,0.21,0.126,0.084,0.042,0.042,0.042,0.084,0.168,0.251,0.168,0.084,0.042,0.042,0.042,0.084,0.168,0.251,0.21,0.084,0.042,0.042,0.042,0.084,0.168,0.293,0.21,0.084,0.042,0.042,0.042,0.084,0.21,0.21,0.168,0.084,0.042,0.042,0.042,0.126,0.251,0.251,0.126,0.293,0.168,0.084,0.126,0.293,0.503,0.545,0.419,0.712,0.545,0.377,0.377,0.545,0.796,0.922,0.922
129,81,96,30,0.335,0.21,0.168,0.168,0.335,0.377,0.419,0.419,0.21,0.126,0.084,0.126,0.21,0.251,0.293,0.251,0.21,0.126,0.084,0.126,0.251,0.377,0.335,0.293,0.126,0.042,0.042,0.084,0.21,0.461,0.419,0.251,0.042,0.042,0.042,0.042,0.126,0.251,0.21,0.084,0.042,0.042,0.042,0.042,0.042,0.168,0.126,0.084,0.042,0.042,0.042,0.042,0.042,0.168,0.168,0.084,0.042,0.042,0.042,0.042,0.042,0.21,0.293,0.126,0.042,0.042,0.042,0.042,0.084,0.168,0.126,0.084,0.084,0.042,0.042,0.042,0.126,0.293,0.293,0.126,0.168,0.084,0.084,0.084,0.377,0.545,0.377,0.168,0.503,0.335,0.251,0.293,0.545,0.67,0.628,0.587
130,81,96.75,30,0.377,0.251,0.168,0.21,0.419,0.419,0.503,0.419,0.21,0.126,0.084,0.126,0.251,0.251,0.251,0.21,0.21,0.084,0.084,0.126,0.335,0.377,0.293,0.251,0.084,0.042,0.042,0.084,0.21,0.503,0.461,0.168,0.042,0.042,0.042,0.084,0.126,0.293,0.21,0.126,0.042,0.042,0.042,0.042,0.042,0.21,0.251,0.168,0.042,0.042,0.042,0.042,0.084,0.168,0.21,0.126,0.042,0.042,0.042,0.042,0.084,0.251,0.377,0.21,0.042,0.042,0.042,0.042,0.084,0.21,0.168,0.126,0.084,0.042,0.042,0.042,0.168,0.293,0.293,0.126,0.084,0.042,0.042,0.084,0.377,0.503,0.251,0.084,0.461,0.335,0.251,0.293,0.545,0.67,0.587,0.461
131,81,97.5,30,0.838,0.587,0.21,0.251,0.461,0.88,1.131,1.006,0.712,0.377,0.126,0.126,0.293,0.587,0.796,0.754,0.628,0.293,0.126,0.168,0.377,0.796,1.089,0.88,0.628,0.126,0.084,0.084,0.168,0.545,0.922,0.922,0.293,0.042,0.042,0.042,0.084,0.335,0.545,0.545,0.21,0.042,0.042,0.042,0.084,0.21,0.419,0.377,0.168,0.042,0.042,0.042,0.084,0.251,0.419,0.419,0.251,0.042,0.042,0.042,0.084,0.335,0.545,0.461,0.251,0.042,0.042,0.042,0.168,0.377,0.503,0.461,0.335,0.084,0.042,0.084,0.21,0.545,0.712,0.628,0.293,0.084,0.084,0.084,0.335,0.754,0.838,0.587,1.006,0.293,0.126,0.126,0.419,0.88,1.131,1.173
132,81,98.25,30,0.796,0.419,0.21,0.21,0.545,1.173,1.634,1.215,0.838,0.335,0.126,0.126,0.377,0.838,1.299,1.257,1.047,0.335,0.126,0.126,0.377,1.089,1.592,1.55,0.67,0.126,0.084,0.084,0.251,0.67,1.215,1.131,0.335,0.084,0.042,0.084,0.126,0.335,0.628,0.628,0.293,0.084,0.084,0.042,0.084,0.293,0.503,0.503,0.251,0.084,0.042,0.042,0.126,0.335,0.545,0.503,0.293,0.084,0.084,0.084,0.168,0.461,0.67,0.545,0.293,0.084,0.084,0.084,0.21,0.503,0.712,0.587,0.419,0.084,0.084,0.084,0.335,0.712,0.964,0.754,0.796,0.168,0.126,0.126,0.503,1.215,1.676,1.341,1.299,0.545,0.21,0.168,0.503,1.131,1.592,1.676
133,81,99,30,0.377,0.168,0.084,0.168,0.503,1.089,1.173,0.461,0.293,0.126,0.084,0.126,0.377,1.006,1.299,0.838,0.587,0.126,0.084,0.126,0.335,0.964,1.508,1.215,0.545,0.126,0.126,0.126,0.293,0.796,1.299,1.089,0.251,0.084,0.042,0.042,0.126,0.335,0.545,0.503,0.21,0.084,0.042,0.042,0.084,0.251,0.461,0.419,0.168,0.042,0.042,0.042,0.126,0.335,0.419,0.377,0.21,0.084,0.042,0.042,0.126,0.377,0.587,0.461,0.168,0.084,0.084,0.084,0.21,0.461,0.628,0.503,0.293,0.084,0.084,0.084,0.335,0.67,0.88,0.545,0.587,0.126,0.084,0.126,0.461,1.006,1.299,1.006,0.712,0.293,0.168,0.168,0.461,0.964,1.299,1.131
91,82,67.5,29.25,8.756,5.446,4.734,4.148,3.938,4.776,6.913,9.51,8.63,6.284,4.106,2.765,2.514,3.938,6.159,8.672,8.253,6.201,2.933,2.053,2.095,3.687,5.782,8.253,7.038,4.944,2.304,1.676,1.802,3.226,5.237,7.583,7.416,5.237,1.885,1.341,1.257,2.388,4.441,7.541,5.991,4.231,2.346,1.927,1.802,2.43,4.022,5.823,4.902,3.519,2.43,2.011,1.802,2.22,3.142,4.567,4.86,3.687,2.262,1.802,1.634,2.053,3.142,4.567,7.625,5.698,2.514,1.927,1.969,2.933,4.776,7.08,11.06,8.421,3.477,2.346,2.681,4.399,6.997,10.222,11.27,8.798,4.273,2.304,2.681,5.069,8.128,11.228,10.432,6.536,4.86,3.31,3.352,4.986,7.793,10.977
92,82,68.25,29.25,6.913,4.818,4.692,4.19,3.896,4.65,6.117,7.583,6.41,4.65,3.519,2.514,2.346,3.603,4.818,6.41,6.326,4.483,2.304,1.969,1.969,3.31,4.902,6.703,5.153,3.435,2.011,1.634,1.508,2.598,4.148,5.53,4.65,3.352,1.676,1.257,1.131,2.137,3.645,4.776,4.399,3.31,2.388,1.843,1.592,2.262,3.477,4.483,3.98,3.394,2.765,2.095,1.718,2.053,2.933,3.98,4.148,3.394,2.556,1.969,1.718,2.346,3.519,4.692,6.619,4.273,3.268,2.514,2.388,3.519,5.53,7.374,7.834,6.075,2.975,2.262,2.262,3.896,5.74,7.625,7.834,5.865,3.1,2.011,2.095,3.98,5.907,7.96,6.871,4.357,3.687,3.142,3.226,4.357,5.907,7.709
93,82,69,29.25,7.499,4.692,4.106,3.352,3.394,4.86,7.08,9.049,6.745,4.525,2.975,2.556,2.388,3.896,5.74,7.834,6.871,4.65,2.723,2.179,1.969,3.394,5.488,7.583,5.237,3.477,1.969,1.718,1.466,2.388,4.106,5.74,4.315,3.31,2.095,1.592,1.299,1.802,3.058,4.273,4.734,3.938,2.639,1.969,1.634,2.137,3.394,4.399,4.818,4.357,3.1,2.346,1.885,2.262,3.184,4.231,4.65,4.148,2.765,2.053,1.843,2.262,3.477,4.609,7.08,4.692,3.226,2.556,2.514,3.561,5.907,8.086,8.337,6.242,2.891,2.388,2.43,4.106,6.242,8.295,8.84,6.075,2.723,2.137,2.304,4.315,6.913,9.552,7.29,4.231,2.514,2.262,2.639,4.609,6.913,9.008
94,82,69.75,29.25,9.51,5.782,5.614,5.069,6.242,11.521,12.275,11.982,8.84,5.782,4.609,4.273,4.315,9.971,11.354,11.06,8.589,6.075,4.986,3.938,3.896,9.72,12.443,10.139,7.583,5.405,4.567,3.938,3.603,7.499,10.516,8.882,8.463,6.326,4.399,3.352,2.891,6.661,12.443,12.066,9.385,7.751,4.231,2.975,2.681,5.279,10.348,11.312,9.468,8.253,5.111,3.687,3.226,4.734,8.421,10.139,9.217,8.714,4.944,3.435,3.1,4.525,8.17,10.181,12.527,10.055,5.027,3.687,3.603,6.536,12.359,14.705,11.856,8.882,6.033,4.776,5.488,12.862,15.25,13.029,11.144,7.667,5.321,4.19,5.782,13.574,15.124,13.951,9.259,5.153,4.231,4.483,6.284,11.605,12.15,12.275
95,82,70.5,29.25,31.421,26.268,17.722,9.678,10.264,16.13,22.288,30.332,29.369,23.378,14.37,7.332,7.374,15.501,22.33,29.913,29.829,23.042,10.809,6.033,6.159,15.418,22.749,30.374,25.43,18.518,9.385,5.405,5.237,12.569,21.283,28.112,23.587,16.591,7.164,4.064,3.771,11.144,19.188,25.682,18.476,12.527,5.991,3.603,3.435,9.845,16.214,20.277,14.873,10.683,5.74,3.771,3.435,8.295,13.616,16.632,16.674,12.694,5.991,3.729,3.519,8.463,14.077,17.596,21.66,17.261,6.955,4.357,4.231,11.27,16.8,20.571,37.077,27.316,12.066,6.578,7.96,19.984,31.757,40.513,35.443,27.86,12.569,6.955,10.222,19.942,27.693,36.03,28.321,21.744,14.412,9.091,10.6,15.292,21.031,29.201
96,82,71.25,29.25,20.654,18.308,14.873,7.918,8.253,9.762,12.359,16.884,26.645,22.121,14.705,7.499,7.541,11.605,15.459,21.283,29.159,23.671,10.977,5.572,6.284,13.197,18.057,26.813,29.704,20.487,9.259,5.195,6.578,16.632,24.76,33.014,24.006,15.753,6.913,3.896,4.944,16.297,24.467,26.562,19.146,12.652,6.284,3.687,4.273,13.281,20.487,23.21,14.203,9.175,4.734,3.31,3.519,11.102,15.795,17.303,16.968,10.977,5.027,3.352,3.645,11.144,16.088,17.764,19.062,13.909,6.201,4.148,5.782,16.716,18.518,19.146,33.684,26.059,12.275,6.871,9.51,19.272,28.363,36.156,33.558,28.615,15.795,7.793,9.929,13.784,17.889,27.316,13.909,11.06,9.008,6.41,7.541,8.253,9.678,11.982
