ix,iy,alon,alat,JAN00Z,JAN03Z,JAN06Z,JAN09Z,JAN12Z,JAN15Z,JAN18Z,JAN21Z,FEB00Z,FEB03Z,FEB06Z,FEB09Z,FEB12Z,FEB15Z,FEB18Z,FEB21Z,MAR00Z,MAR03Z,MAR06Z,MAR09Z,MAR12Z,MAR15Z,MAR18Z,MAR21Z,APR00Z,APR03Z,APR06Z,APR09Z,APR12Z,APR15Z,APR18Z,APR21Z,MAY00Z,MAY03Z,MAY06Z,MAY09Z,MAY12Z,MAY15Z,MAY18Z,MAY21Z,JUN00Z,JUN03Z,JUN06Z,JUN09Z,JUN12Z,JUN15Z,JUN18Z,JUN21Z,JUL00Z,JUL03Z,JUL06Z,JUL09Z,JUL12Z,JUL15Z,JUL18Z,JUL21Z,AUG00Z,AUG03Z,AUG06Z,AUG09Z,AUG12Z,AUG15Z,AUG18Z,AUG21Z,SEP00Z,SEP03Z,SEP06Z,SEP09Z,SEP12Z,SEP15Z,SEP18Z,SEP21Z,OCT00Z,OCT03Z,OCT06Z,OCT09Z,OCT12Z,OCT15Z,OCT18Z,OCT21Z,NOV00Z,NOV03Z,NOV06Z,NOV09Z,NOV12Z,NOV15Z,NOV18Z,NOV21Z,DEC00Z,DEC03Z,DEC06Z,DEC09Z,DEC12Z,DEC15Z,DEC18Z,DEC21Z
101,69,75,39,3.561,2.639,1.508,0.964,1.424,2.556,3.519,4.022,4.273,3.184,1.257,0.754,1.006,2.556,3.938,4.525,3.058,1.969,0.964,0.754,0.88,2.011,3.184,3.771,1.424,0.796,0.419,0.293,0.377,1.006,1.969,2.22,1.006,0.461,0.293,0.293,0.335,0.67,1.508,1.676,0.964,0.377,0.293,0.251,0.293,0.628,1.299,1.592,1.257,0.67,0.503,0.419,0.419,0.754,1.634,2.095,1.383,0.796,0.461,0.419,0.503,0.964,1.843,2.304,1.718,0.964,0.587,0.461,0.587,1.215,2.304,2.849,2.598,1.55,0.838,0.67,0.964,2.011,3.226,3.687,2.639,1.55,0.796,0.628,1.131,2.22,3.226,3.394,3.394,2.304,1.173,0.712,1.341,2.723,3.813,4.064
102,69,75.75,39,17.177,11.605,7.876,5.237,6.955,12.611,19.02,22.54,20.906,16.004,9.636,6.284,7.206,14.119,21.325,26.981,10.683,7.751,3.729,2.849,3.058,7.164,11.898,15.459,6.871,3.687,1.76,1.508,1.802,3.813,8.421,10.851,5.656,2.388,1.299,1.173,1.424,2.681,5.991,8.379,5.405,1.802,1.131,1.089,1.257,1.927,4.86,7.457,5.782,1.927,1.089,0.964,1.047,1.55,4.315,7.583,6.578,2.723,1.341,1.215,1.299,1.927,5.153,8.421,7.248,3.938,1.634,1.424,1.802,3.603,7.248,10.139,9.175,6.494,3.017,2.43,3.184,6.075,10.474,13.197,11.898,7.709,4.399,3.645,5.614,10.851,16.297,18.392,17.219,11.228,6.284,4.441,7.96,14.957,21.534,24.76
103,69,76.5,39,16.591,12.108,7.122,4.692,6.578,10.6,15.543,18.35,17.764,14.328,6.536,4.022,4.902,11.354,16.214,19.272,12.401,9.175,2.723,1.802,1.969,8.044,12.569,15.124,9.887,5.698,1.508,1.131,1.299,5.237,9.72,12.233,8.463,3.561,1.173,0.964,1.131,4.106,8.379,10.432,7.667,2.388,1.089,0.88,0.964,2.179,5.907,8.63,7.709,2.933,1.089,0.838,0.838,2.346,6.787,9.091,8.966,4.315,1.257,0.964,0.964,3.1,7.08,9.636,9.049,5.195,1.466,1.131,1.299,4.86,8.253,10.39,11.06,7.918,2.304,1.634,2.43,7.416,11.94,13.951,13.239,9.301,4.19,2.723,5.111,10.181,14.454,16.339,15.753,11.312,6.661,4.483,7.499,11.689,15.585,18.392
104,69,77.25,39,11.186,8.966,4.65,3.31,4.65,6.997,9.468,11.354,13.532,10.851,3.98,2.514,3.519,8.17,11.563,13.616,10.851,8.253,2.262,1.299,1.55,6.452,10.39,12.108,7.834,4.734,1.215,0.796,0.922,4.064,6.787,8.672,7.038,3.394,1.006,0.754,0.796,3.394,6.326,8.086,6.368,2.304,0.922,0.67,0.67,2.262,4.692,6.494,6.536,3.268,1.089,0.712,0.712,2.891,5.907,7.667,7.625,4.567,1.341,0.838,1.006,3.519,5.865,7.667,8.128,5.111,1.383,0.88,1.299,4.399,6.703,8.295,8.798,6.452,1.802,1.131,2.262,5.991,8.924,10.264,10.6,7.793,2.933,1.885,3.938,7.248,10.181,11.647,10.767,8.421,4.231,2.975,5.237,7.08,9.008,10.851
105,69,78,39,6.955,5.572,3.058,2.514,3.1,4.357,5.782,7.038,7.709,6.159,2.514,1.843,2.346,4.609,6.578,7.751,5.823,4.525,1.634,0.964,1.006,3.352,5.321,6.242,3.896,2.472,0.88,0.587,0.628,2.22,3.352,4.106,3.813,2.137,0.754,0.545,0.545,1.885,3.31,4.315,3.435,1.55,0.628,0.461,0.461,1.383,2.556,3.519,3.435,1.969,0.754,0.503,0.461,1.718,3.268,4.19,4.19,2.807,0.964,0.587,0.67,2.137,3.352,4.357,4.818,3.226,1.006,0.628,0.796,2.514,4.022,4.986,4.734,3.561,1.299,0.838,1.424,3.268,4.609,5.279,6.033,4.483,1.885,1.383,2.346,3.938,5.614,6.536,5.991,4.609,2.388,1.969,3.017,4.022,5.195,6.159
106,69,78.75,39,5.53,4.441,2.723,2.304,2.514,3.394,4.567,5.698,4.483,3.771,1.927,1.508,1.634,2.598,3.645,4.483,2.807,2.262,1.215,0.712,0.67,1.466,2.22,2.933,1.885,1.341,0.712,0.461,0.461,1.173,1.676,1.969,1.927,1.257,0.545,0.419,0.377,0.922,1.676,2.179,1.718,1.006,0.461,0.335,0.335,0.587,1.215,1.802,1.592,1.006,0.461,0.335,0.293,0.587,1.424,1.927,1.969,1.341,0.587,0.419,0.335,0.796,1.592,2.179,2.681,1.843,0.712,0.419,0.419,1.173,2.262,2.975,2.598,2.011,1.006,0.67,0.754,1.634,2.388,2.891,3.519,2.639,1.424,1.131,1.424,2.262,3.226,3.896,4.022,2.849,1.885,1.718,2.095,2.849,3.938,4.609
107,69,79.5,39,6.033,5.237,2.933,2.262,2.514,3.477,4.65,5.907,4.106,3.645,1.802,1.383,1.508,2.346,3.1,3.938,2.472,2.011,1.047,0.67,0.628,1.299,1.885,2.43,1.676,1.257,0.628,0.419,0.419,0.964,1.341,1.592,1.592,1.089,0.503,0.377,0.335,0.838,1.424,1.76,1.424,0.88,0.419,0.293,0.293,0.545,1.047,1.466,1.341,0.88,0.377,0.293,0.251,0.461,1.089,1.424,1.466,1.047,0.503,0.335,0.293,0.67,1.215,1.55,2.22,1.55,0.628,0.377,0.377,1.047,1.927,2.514,2.388,1.843,0.964,0.587,0.712,1.424,2.095,2.598,3.31,2.514,1.383,1.006,1.299,2.011,2.849,3.561,4.273,3.1,1.969,1.676,2.053,2.807,3.938,4.818
108,69,80.25,39,6.703,6.201,3.142,2.346,2.556,3.645,4.86,6.326,4.106,3.645,1.76,1.341,1.466,2.388,3.058,3.896,2.22,1.76,0.838,0.545,0.587,1.299,1.76,2.22,1.424,1.047,0.503,0.377,0.377,0.964,1.215,1.383,1.466,0.964,0.419,0.335,0.335,0.88,1.383,1.634,1.257,0.754,0.377,0.293,0.251,0.67,1.173,1.424,1.215,0.754,0.335,0.251,0.21,0.545,1.006,1.215,1.299,0.88,0.461,0.293,0.293,0.754,1.215,1.424,1.969,1.341,0.545,0.335,0.335,1.215,1.885,2.22,2.137,1.634,0.796,0.545,0.754,1.383,1.927,2.346,3.31,2.556,1.299,0.964,1.299,2.011,2.807,3.561,4.776,3.603,2.22,1.676,2.095,2.891,4.148,5.321
109,69,81,39,5.907,5.74,2.975,2.22,2.388,3.394,4.483,5.74,3.477,2.975,1.508,1.215,1.341,2.095,2.681,3.352,1.55,1.173,0.587,0.461,0.503,1.089,1.383,1.634,0.964,0.67,0.335,0.293,0.293,0.796,0.964,1.047,1.006,0.67,0.335,0.293,0.293,0.712,1.006,1.131,0.964,0.545,0.293,0.251,0.251,0.587,0.922,1.047,0.838,0.461,0.251,0.21,0.21,0.461,0.754,0.838,0.88,0.587,0.335,0.251,0.251,0.628,0.922,1.089,1.299,0.88,0.419,0.293,0.293,0.964,1.341,1.424,1.508,1.131,0.587,0.419,0.628,1.131,1.424,1.718,2.723,2.053,1.131,0.88,1.173,1.76,2.472,3.058,4.231,3.226,2.179,1.634,1.969,2.639,3.771,4.776
110,69,81.75,39,3.854,3.603,2.22,1.802,1.927,2.514,3.184,3.813,2.262,1.843,1.131,1.047,1.089,1.466,1.802,2.22,0.838,0.628,0.419,0.377,0.419,0.67,0.796,0.922,0.545,0.377,0.251,0.251,0.251,0.419,0.545,0.628,0.587,0.419,0.293,0.251,0.21,0.419,0.545,0.628,0.587,0.377,0.251,0.21,0.21,0.335,0.545,0.628,0.419,0.293,0.168,0.168,0.168,0.293,0.419,0.461,0.461,0.377,0.251,0.21,0.21,0.377,0.545,0.587,0.628,0.419,0.251,0.21,0.21,0.503,0.67,0.712,0.754,0.587,0.377,0.335,0.419,0.628,0.754,0.88,1.718,1.257,0.922,0.796,0.88,1.173,1.634,1.969,2.598,1.969,1.592,1.341,1.508,1.843,2.514,3.017
111,69,82.5,39,2.388,2.22,1.634,1.55,1.592,1.802,2.137,2.388,1.341,1.131,0.964,0.922,0.964,1.047,1.173,1.299,0.503,0.377,0.335,0.335,0.377,0.419,0.461,0.545,0.293,0.251,0.21,0.21,0.21,0.251,0.293,0.335,0.335,0.293,0.251,0.21,0.21,0.251,0.335,0.377,0.335,0.251,0.21,0.168,0.168,0.21,0.293,0.377,0.251,0.168,0.126,0.126,0.126,0.168,0.251,0.251,0.293,0.251,0.21,0.168,0.168,0.21,0.293,0.335,0.335,0.293,0.168,0.168,0.168,0.251,0.335,0.419,0.419,0.335,0.293,0.251,0.293,0.335,0.419,0.461,1.006,0.796,0.712,0.67,0.67,0.754,0.964,1.131,1.55,1.257,1.173,1.173,1.173,1.257,1.508,1.76
112,69,83.25,39,1.508,1.341,1.383,1.341,1.383,1.424,1.55,1.592,0.922,0.796,0.922,0.88,0.88,0.88,0.922,0.964,0.293,0.251,0.293,0.335,0.335,0.335,0.335,0.335,0.21,0.21,0.21,0.168,0.21,0.21,0.21,0.251,0.21,0.21,0.21,0.21,0.168,0.168,0.21,0.251,0.21,0.21,0.168,0.126,0.126,0.168,0.21,0.21,0.168,0.126,0.126,0.126,0.126,0.126,0.168,0.168,0.21,0.21,0.168,0.168,0.168,0.168,0.21,0.251,0.21,0.21,0.168,0.168,0.168,0.168,0.251,0.251,0.251,0.21,0.251,0.251,0.21,0.251,0.293,0.293,0.545,0.419,0.587,0.587,0.545,0.503,0.587,0.628,1.047,0.88,1.047,1.089,1.006,0.964,1.047,1.173
113,69,84,39,1.466,1.257,1.299,1.299,1.341,1.424,1.508,1.55,0.88,0.838,0.922,0.88,0.88,0.88,0.88,0.922,0.293,0.251,0.293,0.335,0.335,0.293,0.335,0.335,0.21,0.168,0.168,0.168,0.168,0.168,0.21,0.21,0.21,0.21,0.21,0.168,0.168,0.168,0.21,0.21,0.126,0.168,0.168,0.126,0.126,0.126,0.126,0.168,0.084,0.126,0.126,0.084,0.084,0.084,0.126,0.126,0.168,0.168,0.168,0.126,0.126,0.126,0.168,0.168,0.21,0.168,0.168,0.168,0.126,0.168,0.21,0.251,0.251,0.21,0.251,0.251,0.21,0.21,0.251,0.293,0.461,0.377,0.545,0.545,0.503,0.503,0.587,0.587,1.173,0.922,1.089,1.047,1.006,1.006,1.131,1.215
114,69,84.75,39,1.424,1.215,1.383,1.383,1.466,1.508,1.55,1.55,0.88,0.838,0.964,0.922,0.88,0.838,0.88,0.88,0.251,0.251,0.293,0.335,0.335,0.293,0.293,0.293,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.21,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.21,0.084,0.126,0.126,0.126,0.126,0.084,0.126,0.126,0.084,0.084,0.126,0.084,0.084,0.084,0.084,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.21,0.168,0.168,0.126,0.126,0.168,0.21,0.21,0.251,0.21,0.21,0.21,0.21,0.21,0.251,0.293,0.461,0.377,0.545,0.545,0.503,0.545,0.587,0.587,1.341,1.089,1.215,1.173,1.131,1.173,1.299,1.383
115,69,85.5,39,1.676,1.55,1.676,1.592,1.676,1.718,1.76,1.76,0.922,0.88,1.006,0.922,0.922,0.88,0.922,0.922,0.293,0.251,0.293,0.293,0.293,0.293,0.335,0.335,0.21,0.168,0.168,0.168,0.168,0.168,0.168,0.21,0.21,0.168,0.168,0.168,0.168,0.168,0.21,0.21,0.126,0.126,0.126,0.126,0.126,0.084,0.126,0.126,0.084,0.084,0.126,0.084,0.084,0.084,0.084,0.084,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.21,0.168,0.168,0.126,0.126,0.168,0.21,0.251,0.251,0.21,0.21,0.21,0.21,0.21,0.251,0.293,0.545,0.461,0.587,0.587,0.545,0.587,0.628,0.67,1.592,1.299,1.508,1.424,1.383,1.466,1.592,1.676
116,69,86.25,39,1.969,1.843,1.969,1.843,1.843,1.885,1.927,2.011,0.964,0.922,1.006,0.964,0.922,0.922,0.922,0.964,0.293,0.251,0.293,0.293,0.293,0.293,0.335,0.335,0.21,0.168,0.168,0.168,0.168,0.168,0.21,0.21,0.21,0.168,0.168,0.168,0.168,0.168,0.21,0.21,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.168,0.084,0.084,0.126,0.084,0.084,0.084,0.084,0.084,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.21,0.168,0.168,0.126,0.126,0.168,0.21,0.251,0.251,0.21,0.21,0.21,0.21,0.21,0.251,0.293,0.587,0.503,0.628,0.587,0.587,0.628,0.67,0.67,1.718,1.424,1.676,1.634,1.592,1.634,1.76,1.843
117,69,87,39,1.969,1.843,1.969,1.927,1.885,1.885,1.927,2.011,0.838,0.754,0.88,0.838,0.838,0.838,0.838,0.796,0.251,0.21,0.293,0.293,0.293,0.293,0.293,0.293,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.042,0.084,0.084,0.084,0.084,0.084,0.084,0.042,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.168,0.126,0.168,0.126,0.126,0.168,0.168,0.21,0.21,0.168,0.21,0.21,0.21,0.21,0.21,0.251,0.545,0.419,0.587,0.587,0.545,0.545,0.587,0.587,1.424,1.173,1.424,1.508,1.508,1.508,1.55,1.55
118,69,87.75,39,1.466,1.341,1.55,1.634,1.592,1.508,1.508,1.508,0.545,0.461,0.587,0.67,0.67,0.628,0.587,0.545,0.168,0.126,0.251,0.293,0.293,0.251,0.21,0.21,0.084,0.126,0.168,0.168,0.168,0.126,0.126,0.126,0.084,0.126,0.168,0.126,0.126,0.126,0.126,0.126,0.042,0.126,0.126,0.126,0.084,0.084,0.084,0.084,0.042,0.084,0.084,0.084,0.084,0.084,0.084,0.042,0.084,0.084,0.126,0.126,0.126,0.126,0.084,0.084,0.084,0.084,0.126,0.126,0.126,0.126,0.126,0.084,0.126,0.084,0.168,0.168,0.168,0.168,0.168,0.168,0.377,0.293,0.461,0.503,0.461,0.419,0.419,0.419,0.796,0.628,0.838,1.089,1.089,1.047,0.964,0.922
119,69,88.5,39,0.461,0.377,0.587,0.754,0.754,0.67,0.587,0.503,0.293,0.21,0.377,0.461,0.461,0.419,0.377,0.335,0.126,0.126,0.251,0.293,0.251,0.21,0.21,0.168,0.084,0.126,0.126,0.168,0.168,0.126,0.126,0.084,0.084,0.126,0.126,0.126,0.126,0.126,0.126,0.084,0.042,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.042,0.084,0.084,0.084,0.084,0.084,0.084,0.042,0.084,0.084,0.126,0.126,0.126,0.084,0.084,0.084,0.042,0.084,0.126,0.126,0.126,0.126,0.084,0.084,0.084,0.084,0.168,0.168,0.168,0.168,0.126,0.126,0.21,0.126,0.293,0.335,0.335,0.293,0.251,0.251,0.251,0.21,0.335,0.461,0.461,0.377,0.335,0.293
120,69,89.25,39,0.293,0.251,0.377,0.503,0.545,0.461,0.377,0.335,0.251,0.21,0.377,0.461,0.461,0.419,0.335,0.293,0.168,0.21,0.293,0.293,0.293,0.251,0.21,0.168,0.084,0.126,0.126,0.168,0.168,0.126,0.126,0.084,0.084,0.126,0.126,0.126,0.126,0.126,0.126,0.084,0.042,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.042,0.084,0.084,0.084,0.084,0.084,0.042,0.042,0.084,0.126,0.126,0.084,0.084,0.084,0.084,0.084,0.042,0.126,0.126,0.126,0.126,0.084,0.084,0.084,0.084,0.126,0.168,0.168,0.168,0.126,0.126,0.126,0.168,0.168,0.251,0.293,0.293,0.251,0.21,0.21,0.21,0.168,0.251,0.335,0.335,0.251,0.251,0.21
121,69,90,39,0.335,0.293,0.461,0.545,0.587,0.545,0.461,0.419,0.335,0.335,0.419,0.461,0.503,0.503,0.461,0.419,0.21,0.293,0.293,0.293,0.335,0.293,0.293,0.251,0.084,0.126,0.168,0.168,0.168,0.126,0.126,0.126,0.084,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.042,0.084,0.084,0.084,0.084,0.084,0.084,0.084,0.042,0.084,0.084,0.084,0.084,0.084,0.084,0.042,0.084,0.126,0.126,0.084,0.126,0.126,0.126,0.084,0.084,0.126,0.126,0.126,0.126,0.126,0.126,0.084,0.126,0.126,0.168,0.168,0.168,0.168,0.126,0.126,0.21,0.21,0.293,0.293,0.293,0.251,0.251,0.251,0.251,0.21,0.335,0.377,0.377,0.335,0.293,0.293
122,69,90.75,39,0.67,0.587,0.545,0.628,0.67,0.712,0.754,0.754,0.628,0.503,0.461,0.503,0.545,0.628,0.67,0.67,0.419,0.335,0.335,0.335,0.335,0.377,0.419,0.461,0.251,0.168,0.168,0.168,0.168,0.21,0.251,0.293,0.21,0.168,0.126,0.168,0.168,0.168,0.21,0.251,0.126,0.126,0.084,0.084,0.084,0.126,0.168,0.21,0.126,0.084,0.084,0.084,0.084,0.126,0.168,0.168,0.168,0.126,0.126,0.084,0.126,0.126,0.168,0.21,0.168,0.126,0.126,0.126,0.126,0.168,0.21,0.21,0.251,0.168,0.168,0.168,0.21,0.21,0.293,0.293,0.461,0.335,0.293,0.293,0.335,0.419,0.461,0.461,0.461,0.419,0.419,0.419,0.461,0.503,0.545,0.545
